Review,Rating,Words,Palform
"Very disappointed to find out drivers are working part-time so they can collect additional unemployment.🤷‍♀️wth!! This is causing long delays to get a ride. I now have to wait 10-15 minutes for a pickup. It's like the cars disappear into thin air. Every request shows driver ""completing a ride"" before picking me up. Unbelievable!!",TRUE,54,OBHAI
"The waiting fee is ridiculous, I get drivers need to be compensated for their time, but as a passenger it is not always easy to find the pickup spot. Especially if you're in a new city or an unknown part of town at night. I am very disappointed in Uber for charging me a waiting fee, what about the inconvenience of the passenger? Does that not matter?",TRUE,67,PATHAO
"An absolutely miserable app to have to use, and it gets worse every month. I'm forced to use it to get to work because its killed public transit in my area, and I wouldn't wish this experience on anyone. Prices are insane, customer service non-existent, and rides extremely unreliable. Don't use this app unless you're forced too.",FALSE,57,OBHAI
"Too bad service. Several times, driver asked for cancel the trip. Always ask for extra money. Tell that no change, don't use any online payment method. Too bad service from uber. And they drive bike like hell. Dont have any way of talking. Very bad and poor.",TRUE,47,SHOHOZ
"After phone reset it doesn't work. I had enabled the two factor authentication, but after phone factory resetting the app doesn't work anymore. I should use the code but this option doesn't apper. I only have the uber contact support and backup code to insert. SMS option isn't available to me to get codes. I don't know where this code is, then I can't request rides. I am using another app while this problem is still unfixed. Help me please.",FALSE,80,SHOHOZ
I am absolutely pissed off at Uber my husband sent me an $80 gift card for Uber I applied it to my account and now it will not let me book a ride whatsoever not to mention how price-gouging they are at certain times of the day I am beyond livid they do not even deserve that one star,TRUE,59,SHOHOZ
"Tried reserving rides (3) the day before. At the last minute was told that there were no rides available and if I wanted to schedule a new ride,of course the price went up to twice as much or higher. Missed church because of it and also almost late to a very important appointment. I'm going to start using Lyft instead. Trying to get a hold of customer service and/or for them to respond is almost non-existent. Very frustrating!!!",TRUE,80,SHOHOZ
Worst possible experience with uber.driver make me wait for 45 minutes cause I refused tell him my destination and fare amount.why isn't it not shown to the drivers so that they can decide at the beginning whether they want to go or not and cancel it accordingly.why do customers suffer because of these shrude tactics of company.,FALSE,57,UBER
I know it's difficult but do something so that passenger's can get a cool air from AC.. Because of plastic layer between front and back seats.. I don't get cool air AC.,FALSE,32,PATHAO
I am forget my charger in cab now I am unable to contact a driver I am upload a query 10 days ago but now I unable to get solve this issue,FALSE,32,SHOHOZ
"I went to place a pickup for 20min in future. It was going to be $17 to be picked up now which I accidentally selected and it would not let me back out until it found me a driver. When I went to cancel the ride, it charged me a fee for the cancelation. I went back through and scheduled my ride and it had gone up to $38. No thank you. I went BACK through and decided to just get a ride for now since it was going to be cheaper. Nope, $29. All of this took place within 3 minutes. Why, uber? Why?",TRUE,105,SHOHOZ
"like this application because almost every time I have used it, it has been a good experience. Not always, but most of the time, yes. Nothing is perfect. Right? There is something that I consider could be an important tool for customers. Uber app should offer a way to contact them in real time when drivers are doing something that affect customers. I have experienced a few negative action from some drivers, and at that moment there is nobody you can contact. You are left on your own by Uber.",TRUE,90,PATHAO
"Zero stars! App kept telling me the only cars available were more expensive... i clicked accept several times but the vehicles kept getting more expensive and my $23 ride was now $72... I was not going to pay that much, so i just closed the app and jumped in a taxi, but i was still charged $5 wait fee from a driver i was NEVER CONNECTED WITH And to add injury to my insult, when I disputed the charge they gave me a $5 credit instead of a refund...",FALSE,89,SHOHOZ
